Complaint,CodedMonth,Crime,District,XCoord,YCoord,Day,Time
18-026832,2018-06,9,4,906343.9,1016785.0,13,2
18-026852,2018-06,3,5,887955.4,1023373.0,13,2
18-026894,2018-06,6,3,897486.0,1005272.0,13,2
18-026842,2018-06,5,6,897299.6,1051120.0,13,2
18-027234,2018-06,5,6,889160.9,1042694.0,13,2
18-026837,2018-06,9,3,894827.4,1002345.0,13,2
18-026850,2018-06,4,6,897598.7,1031743.0,13,2
18-026864,2018-06,5,1,893226.3,998029.8,13,2
18-026846,2018-06,4,4,908474.6,1018659.0,13,2
18-026947,2018-06,5,4,905432.7,1022657.0,13,2
18-026856,2018-06,6,1,892312.6,1001215.0,13,2
18-026879,2018-06,7,3,901349.6,1004698.0,13,2
18-026871,2018-06,9,5,888960.3,1027805.0,13,2
18-027929,2018-06,6,1,888890.4,991605.6,13,2
18-026878,2018-06,6,3,899683.5,1013252.0,13,2
18-026960,2018-06,7,1,892318.3,992229.8,13,2
18-027097,2018-06,5,5,879048.6,1030721.0,13,2
18-026952,2018-06,6,4,907494.0,1015983.0,13,2
18-026916,2018-06,4,6,896240.9,1031380.0,13,2
18-026890,2018-06,6,4,900393.5,1020980.0,13,3
18-027011,2018-06,6,4,900369.8,1027708.0,13,3
18-026898,2018-06,9,5,886442.2,1028132.0,13,3
18-026904,2018-06,4,6,891005.6,1048361.0,13,3
18-026999,2018-06,7,6,904878.5,1034267.0,13,3
18-026957,2018-06,7,1,885683.1,1002412.0,13,3
18-026963,2018-06,5,5,888942.3,1035520.0,13,3
18-026910,2018-06,4,6,891186.0,1040353.0,13,3
18-026909,2018-06,6,2,878364.0,1005159.0,13,3
18-026966,2018-06,6,3,901546.0,1008341.0,13,3
18-026972,2018-06,4,3,896177.6,1007580.0,13,3
18-026915,2018-06,6,2,893641.3,1007172.0,13,3
18-026965,2018-06,5,1,892705.1,999205.2,13,3
18-026920,2018-06,3,1,881756.9,996801.0,13,3
18-026942,2018-06,4,6,897828.8,1032470.0,13,3
18-026927,2018-06,1,5,884433.3,1033212.0,13,3
18-026955,2018-06,6,4,908031.7,1020149.0,13,3
18-026925,2018-06,5,6,888289.3,1044156.0,13,3
18-026931,2018-06,5,4,907701.2,1017745.0,13,3
18-026926,2018-06,3,1,886869.0,1001425.0,13,3
18-027086,2018-06,5,6,897288.0,1048080.0,13,3
18-026934,2018-06,3,6,891746.9,1036176.0,14,3
18-026937,2018-06,4,3,899123.9,1008510.0,14,3
18-027062,2018-06,6,4,908335.3,1017522.0,14,3
18-026940,2018-06,3,3,894870.5,1010819.0,14,3
18-026941,2018-06,7,3,895633.4,1000874.0,14,3
18-027019,2018-06,7,4,899317.0,1026541.0,14,3
18-026975,2018-06,4,3,898451.7,1014464.0,14,3
18-026946,2018-06,4,5,880401.1,1029594.0,14,3
18-026949,2018-06,5,2,885300.0,1004823.0,14,3
18-027143,2018-06,6,5,883561.5,1027076.0,14,3
18-026950,2018-06,7,2,875806.3,1016555.0,14,3
18-027152,2018-06,6,1,889174.8,990251.1,14,1
18-027050,2018-06,6,4,897203.1,1021533.0,14,1
18-026956,2018-06,6,5,892104.8,1022153.0,14,1
18-026969,2018-06,5,3,895825.9,1006582.0,14,1
18-026964,2018-06,9,5,881892.9,1031986.0,14,1
18-027076,2018-06,6,4,895862.9,1018182.0,14,1
18-028565,2018-06,6,1,886923.0,996893.2,14,1
18-027015,2018-06,6,4,906644.9,1017813.0,14,1
18-027496,2018-06,6,5,889693.4,1023848.0,14,1
18-026988,2018-06,6,3,894294.3,1010118.0,14,1
18-026984,2018-06,6,4,902522.3,1032298.0,14,1
18-027013,2018-06,4,1,889849.4,994891.2,14,1
18-027982,2018-06,6,1,892554.5,1000352.0,14,1
18-027294,2018-06,7,5,880862.6,1032504.0,14,2
18-027798,2018-06,5,2,889427.1,1017090.0,14,2
18-027003,2018-06,7,1,882844.1,998195.6,14,2
18-027224,2018-06,6,1,884082.3,1001677.0,14,2
18-027025,2018-06,4,3,904206.2,1013767.0,14,2
18-027018,2018-06,5,5,888860.5,1034701.0,14,2
18-027034,2018-06,6,1,889468.0,994413.8,14,2
18-028326,2018-06,5,6,905987.8,1060469.0,14,2
18-027029,2018-06,7,1,889835.5,993183.7,14,2
18-027028,2018-06,6,5,887175.3,1034836.0,14,2
18-027550,2018-06,5,5,888568.1,1025164.0,14,2
18-027136,2018-06,6,2,878680.2,1016816.0,14,2
18-027137,2018-06,6,2,890178.8,1014278.0,14,2
18-027094,2018-06,7,2,875901.7,1019230.0,14,2
18-027142,2018-06,7,6,889229.7,1042088.0,14,2
18-027146,2018-06,5,6,890775.1,1034694.0,14,2
18-027112,2018-06,6,4,906542.5,1016191.0,14,2
18-027181,2018-06,6,5,889225.9,1021963.0,14,2
18-027070,2018-06,5,6,893338.4,1034598.0,14,2
18-027211,2018-06,6,3,899778.5,1011586.0,14,2
18-027194,2018-06,6,4,910439.8,1019433.0,14,2
18-030271,2018-06,6,1,887644.4,990297.0,14,2
18-028339,2018-06,5,1,892669.4,997728.7,14,2
18-027071,2018-06,6,1,895674.0,999878.2,14,2
18-027093,2018-06,7,2,894354.8,1015713.0,14,2
18-027083,2018-06,4,6,899958.6,1038855.0,14,2
18-027175,2018-06,5,6,892773.7,1036654.0,14,2
18-027096,2018-06,6,4,897824.8,1024131.0,14,3
18-027102,2018-06,7,2,884571.3,1004793.0,14,3
18-027155,2018-06,6,3,904711.3,1010849.0,14,3
18-027144,2018-06,6,3,906991.4,1011665.0,14,3
18-027261,2018-06,6,2,891929.5,1014415.0,14,3
18-027170,2018-06,6,5,888695.1,1022094.0,14,3
18-027125,2018-06,7,3,906152.8,1012465.0,14,3
18-027095,2018-06,6,2,879176.4,1005385.0,14,3
18-027117,2018-06,6,5,889114.0,1021641.0,14,3
18-028208,2018-06,6,4,904418.8,1025992.0,14,3
18-027104,2018-06,7,1,881785.8,996419.9,14,3
18-027217,2018-06,7,6,891888.1,1035363.0,14,3
18-027105,2018-06,9,5,888340.1,1023682.0,14,3
18-027106,2018-06,9,6,898149.8,1034013.0,14,3
18-027108,2018-06,9,5,877404.6,1027557.0,14,3
18-027113,2018-06,6,6,910791.1,1068274.0,14,3
18-027619,2018-06,6,4,904845.8,1016613.0,14,3
18-027219,2018-06,6,4,907258.8,1020890.0,15,3
18-027253,2018-06,6,3,895686.8,1002380.0,15,3
18-027120,2018-06,7,6,887448.1,1044647.0,15,3
18-027145,2018-06,7,2,878714.6,1003919.0,15,3
18-027118,2018-06,3,4,909398.9,1021437.0,15,3
18-027119,2018-06,8,6,892504.2,1033203.0,15,3
18-027122,2018-06,4,3,895960.4,1003230.0,15,3
18-027199,2018-06,6,3,896061.4,1002831.0,15,3
18-027121,2018-06,5,2,874686.6,1013295.0,15,3
18-027130,2018-06,4,2,893838.8,1017287.0,15,3
18-027129,2018-06,9,2,885956.3,1008670.0,15,3
18-027131,2018-06,6,4,906707.7,1019295.0,15,3
18-027180,2018-06,3,4,908702.8,1018251.0,15,3
18-027133,2018-06,3,3,895596.8,1002935.0,15,3
18-027141,2018-06,3,3,900819.8,1005440.0,15,3
18-027400,2018-06,7,4,907226.9,1017252.0,15,3
18-027210,2018-06,6,2,876559.9,1022496.0,15,3
18-027314,2018-06,6,1,888490.9,992015.3,15,3
18-027776,2018-06,7,6,898168.3,1033838.0,15,1
18-027140,2018-06,6,1,893232.5,992980.3,15,1
18-027561,2018-06,6,1,890719.8,1002853.0,15,1
18-027148,2018-06,9,1,892799.3,994438.8,15,1
18-028050,2018-06,5,1,893235.5,1001571.0,15,1
18-027154,2018-06,9,1,894443.3,993900.8,15,1
18-027961,2018-06,6,5,887126.9,1034258.0,15,1
18-027161,2018-06,5,3,900465.8,1005466.0,15,1
18-027579,2018-06,6,5,892464.4,1022937.0,15,1
18-027262,2018-06,6,2,876789.3,1016401.0,15,1
18-027728,2018-06,7,2,894307.5,1012548.0,15,1
18-027186,2018-06,6,3,902586.9,1013297.0,15,1
18-027188,2018-06,6,4,894910.2,1017940.0,15,1
18-027511,2018-06,7,4,898106.7,1024167.0,15,1
18-027277,2018-06,6,3,895836.8,1016808.0,15,1
18-027289,2018-06,6,3,896266.8,1003932.0,15,1
18-027744,2018-06,6,5,890221.8,1024807.0,15,1
18-027189,2018-06,4,4,906343.9,1016785.0,15,2
18-027191,2018-06,6,1,889468.0,994413.8,15,2
18-028435,2018-06,6,4,908743.9,1016075.0,15,2
18-027212,2018-06,4,4,905164.0,1033720.0,15,2
18-027195,2018-06,9,2,887848.6,1004621.0,15,2
18-027227,2018-06,6,5,887401.9,1023459.0,15,2
18-029405,2018-06,7,3,899481.6,1002943.0,15,2
18-028112,2018-06,6,4,904845.8,1016613.0,15,2
18-027419,2018-06,6,3,902841.4,1007986.0,15,2
18-027309,2018-06,5,5,885399.3,1028061.0,15,2
18-027221,2018-06,3,6,894333.1,1033284.0,15,2
18-027922,2018-06,7,1,885047.8,996441.9,15,2
18-027220,2018-06,9,2,878355.4,1004960.0,15,2
18-027284,2018-06,4,6,894111.0,1035277.0,15,2
18-027222,2018-06,4,3,894345.4,1002374.0,15,2
18-027406,2018-06,6,4,903904.8,1018757.0,15,2
18-027254,2018-06,5,2,890333.2,1012255.0,15,2
18-027651,2018-06,6,4,909810.4,1025033.0,15,2
18-027322,2018-06,5,6,890775.1,1034694.0,15,2
18-027233,2018-06,4,4,899420.6,1020997.0,15,2
18-027256,2018-06,9,1,890889.4,996444.8,15,2
18-027348,2018-06,6,3,905563.6,1011218.0,15,2
18-027567,2018-06,6,3,907543.6,1013786.0,15,2
18-027593,2018-06,7,3,901759.4,1011296.0,15,2
18-027657,2018-06,6,2,882600.4,1018327.0,15,2
18-027236,2018-06,3,5,882264.8,1026647.0,15,3
18-027249,2018-06,4,1,896305.6,997966.6,15,3
18-027285,2018-06,6,3,905532.0,1014351.0,15,3
18-027536,2018-06,6,5,889811.4,1024049.0,15,3
18-027801,2018-06,6,3,895183.8,1003427.0,15,3
18-027440,2018-06,6,5,878698.8,1025478.0,15,3
18-027257,2018-06,4,3,896997.4,1003320.0,15,3
18-027371,2018-06,7,4,904580.1,1034005.0,15,3
18-027319,2018-06,6,5,886102.8,1033620.0,15,3
18-027933,2018-06,6,5,882501.4,1027390.0,15,3
18-027265,2018-06,4,5,891771.0,1028049.0,15,3
18-027260,2018-06,4,6,893097.3,1033798.0,15,3
18-027394,2018-06,6,1,890701.1,995885.1,15,3
18-027321,2018-06,5,6,889719.2,1042971.0,15,3
18-027539,2018-06,6,5,887661.3,1026321.0,15,3
18-027274,2018-06,5,3,899061.9,1001674.0,15,3
18-027312,2018-06,6,5,888454.8,1023811.0,15,3
18-027727,2018-06,6,1,893013.6,993157.2,15,3
18-027316,2018-06,7,1,889743.9,994491.7,15,3
18-027838,2018-06,6,3,903415.3,1010653.0,15,3
18-027331,2018-06,6,2,882636.6,1013341.0,15,3
18-027347,2018-06,6,3,895943.9,1009171.0,15,3
18-027276,2018-06,9,6,897027.5,1034080.0,15,3
18-027288,2018-06,6,3,904411.4,1010713.0,15,3
18-027287,2018-06,6,4,906857.6,1019492.0,15,3
18-027282,2018-06,8,4,899296.8,1029575.0,15,3
18-027327,2018-06,6,6,893907.7,1042899.0,15,3
18-027313,2018-06,3,4,901817.8,1031026.0,16,3
18-027344,2018-06,6,4,906380.6,1019734.0,16,3
18-027317,2018-06,6,5,894662.1,1024929.0,16,3
18-027298,2018-06,6,1,888035.9,986508.1,16,3
18-027367,2018-06,7,1,883816.1,1001304.0,16,3
18-028270,2018-06,9,4,905945.6,1019607.0,16,3
18-028282,2018-06,5,1,888569.6,995287.9,16,3
18-027305,2018-06,9,2,878180.7,1014948.0,16,3
18-027303,2018-06,5,5,888704.9,1035087.0,16,3
18-027307,2018-06,1,4,903934.3,1032972.0,16,3
18-027304,2018-06,4,1,887727.8,1002794.0,16,3
18-027383,2018-06,6,4,904957.8,1018479.0,16,1
18-028177,2018-06,7,2,888316.8,1017632.0,16,1
18-027320,2018-06,9,5,883631.8,1028675.0,16,1
18-027357,2018-06,7,5,889128.1,1032112.0,16,1
18-027342,2018-06,4,4,900416.8,1027848.0,16,1
18-027325,2018-06,9,1,884484.6,1003288.0,16,1
18-027329,2018-06,4,6,894821.4,1035872.0,16,1
18-027328,2018-06,9,1,881710.7,1000911.0,16,1
18-027364,2018-06,5,1,888171.4,1002489.0,16,1
18-027339,2018-06,9,1,890857.4,998065.5,16,1
18-027341,2018-06,9,1,884846.4,1004223.0,16,1
18-027414,2018-06,5,2,893045.9,1007940.0,16,1
18-027343,2018-06,3,5,881403.7,1034719.0,16,1
18-027372,2018-06,6,5,888946.7,1035763.0,16,1
18-027370,2018-06,6,3,905751.6,1009951.0,16,2
18-028136,2018-06,6,1,886871.3,998799.4,16,2
18-027582,2018-06,6,5,892201.1,1023271.0,16,2
18-027520,2018-06,6,5,880860.3,1027887.0,16,2
18-027731,2018-06,6,2,887724.5,1004998.0,16,2
18-027516,2018-06,7,1,885379.1,999069.3,16,2
18-027355,2018-06,5,3,899778.5,1011586.0,16,2
18-027391,2018-06,6,1,889831.3,993186.7,16,2
18-027365,2018-06,5,6,892579.8,1040425.0,16,2
18-027359,2018-06,1,4,908242.7,1017204.0,16,2
18-027358,2018-06,4,1,884432.1,1001072.0,16,2
18-027935,2018-06,6,1,888490.9,992015.3,16,2
18-027653,2018-06,6,6,891566.9,1035732.0,16,2
18-027375,2018-06,6,2,879349.7,1015371.0,16,2
18-027377,2018-06,5,6,897003.6,1050827.0,16,2
18-027444,2018-06,6,1,888902.4,993937.2,16,2
18-028095,2018-06,7,1,888870.4,988616.0,16,2
18-027373,2018-06,6,3,900507.7,1015458.0,16,2
18-027379,2018-06,4,3,904108.4,1013424.0,16,2
18-027384,2018-06,5,6,894615.3,1051929.0,16,2
18-027636,2018-06,5,5,891449.2,1032082.0,16,2
18-027481,2018-06,6,1,888280.4,1001829.0,16,2
18-027415,2018-06,7,3,896159.7,1001173.0,16,2
18-027923,2018-06,5,3,893622.9,1002338.0,16,2
18-027931,2018-06,6,4,908861.5,1017013.0,16,2
18-027403,2018-06,9,1,891854.9,996315.3,16,2
18-027436,2018-06,6,5,888036.9,1026405.0,16,2
18-027398,2018-06,9,1,884470.1,998937.2,16,2
18-027402,2018-06,6,2,878653.4,1004650.0,16,2
18-027450,2018-06,7,4,908649.0,1016942.0,16,2
18-027537,2018-06,6,4,898384.4,1021160.0,16,2
18-027409,2018-06,6,5,881670.7,1031187.0,16,3
18-028747,2018-06,6,5,883182.8,1035582.0,16,3
18-027562,2018-06,6,3,900289.0,1007316.0,16,3
18-027417,2018-06,3,3,895868.6,1002892.0,16,3
18-027426,2018-06,6,3,896541.1,1008970.0,16,3
18-027422,2018-06,6,2,879489.2,1004769.0,16,3
18-027576,2018-06,6,2,875847.3,1019400.0,16,3
18-027427,2018-06,4,1,884678.6,1003853.0,16,3
18-027478,2018-06,7,1,886785.1,1001053.0,16,3
18-027469,2018-06,6,3,894541.0,1012354.0,16,3
18-027553,2018-06,6,3,894117.9,1006462.0,16,3
18-027466,2018-06,7,3,895069.0,1001802.0,16,3
18-027508,2018-06,6,4,906059.7,1018613.0,16,3
18-027441,2018-06,6,4,905791.8,1021083.0,16,3
18-027590,2018-06,6,3,895844.5,1004603.0,16,3
18-027439,2018-06,4,6,888123.9,1045206.0,16,3
18-027668,2018-06,6,4,906809.0,1020134.0,16,3
18-027438,2018-06,7,4,905088.9,1020194.0,16,3
18-027506,2018-06,6,6,897191.8,1047191.0,16,3
18-027487,2018-06,5,3,896785.3,1011625.0,16,3
18-027459,2018-06,6,1,892681.9,994561.8,17,3
18-028331,2018-06,9,2,876061.4,1019918.0,17,3
18-027449,2018-06,1,4,905076.9,1031357.0,17,3
18-027484,2018-06,7,6,888449.3,1043693.0,17,3
18-027446,2018-06,5,6,889759.9,1048444.0,17,3
18-027666,2018-06,6,5,887396.8,1020150.0,17,3
18-027462,2018-06,4,4,908288.3,1027668.0,17,3
18-027474,2018-06,6,3,904769.3,1010363.0,17,3
18-027527,2018-06,6,4,903330.1,1031205.0,17,3
18-027458,2018-06,9,4,895739.8,1018061.0,17,3
18-027464,2018-06,9,6,895398.9,1034578.0,17,3
18-027460,2018-06,4,2,878856.8,1021748.0,17,3
18-027461,2018-06,4,2,888491.7,1005031.0,17,3
18-027476,2018-06,7,3,895429.5,1001961.0,17,3
18-027510,2018-06,6,6,897826.8,1037741.0,17,3
18-027544,2018-06,6,4,906851.2,1019079.0,17,3
18-027771,2018-06,6,2,885777.3,1010859.0,17,3
18-027545,2018-06,7,1,895642.6,1000196.0,17,3
18-027773,2018-06,5,6,892579.8,1040425.0,17,1
18-027483,2018-06,3,3,897744.9,1002758.0,17,1
18-027495,2018-06,9,2,894661.8,1015656.0,17,1
18-027875,2018-06,6,5,878266.0,1027593.0,17,1
18-027555,2018-06,5,6,893793.0,1041278.0,17,1
18-027504,2018-06,4,4,902184.6,1031705.0,17,1
18-027951,2018-06,4,4,906807.5,1021941.0,17,1
18-027546,2018-06,6,2,890387.9,1007203.0,17,1
18-027500,2018-06,6,6,893456.9,1048762.0,17,1
18-027494,2018-06,4,5,883561.5,1027076.0,17,1
18-027874,2018-06,6,5,888964.1,1021739.0,17,1
18-027637,2018-06,6,2,888095.9,1007796.0,17,1
18-027629,2018-06,6,1,884999.5,1000335.0,17,1
18-027602,2018-06,9,5,890320.3,1029894.0,17,1
18-027621,2018-06,6,2,888998.5,1007182.0,17,1
18-027507,2018-06,6,4,898774.4,1023673.0,17,1
18-027509,2018-06,4,6,888924.3,1044763.0,17,1
18-027780,2018-06,9,4,907292.8,1020117.0,17,2
18-029090,2018-06,9,2,882564.6,1008801.0,17,2
18-029957,2018-06,6,6,893783.6,1050729.0,17,2
18-028742,2018-06,5,1,881939.0,997985.1,17,2
18-027711,2018-06,6,3,894455.9,1005176.0,17,2
18-027531,2018-06,6,1,887223.5,1001220.0,17,2
18-027523,2018-06,8,2,892587.5,1006538.0,17,2
18-027928,2018-06,5,1,887027.4,1001517.0,17,2
18-027541,2018-06,9,3,899271.9,1001853.0,17,2
18-027526,2018-06,4,4,906522.9,1026418.0,17,2
18-027529,2018-06,3,3,894294.3,1010118.0,17,2
18-027813,2018-06,5,6,894606.8,1032880.0,17,2
18-027534,2018-06,6,3,893788.8,1005469.0,17,2
18-027786,2018-06,5,1,883454.1,1001484.0,17,2
18-027627,2018-06,6,1,885198.6,1000055.0,17,2
18-027533,2018-06,6,3,893788.8,1005469.0,17,2
18-027542,2018-06,4,6,891715.8,1046309.0,17,2
18-027557,2018-06,4,6,894776.2,1032213.0,17,2
18-027695,2018-06,6,2,884167.9,1009256.0,17,2
18-027973,2018-06,5,6,896046.8,1049962.0,17,2
18-027683,2018-06,6,3,898471.3,1001100.0,17,2
18-027543,2018-06,3,1,890701.1,995885.1,17,2
18-027586,2018-06,3,5,889878.5,1023556.0,17,2
18-027547,2018-06,5,4,904924.0,1021080.0,17,2
18-028791,2018-06,6,3,897097.5,1013825.0,17,2
18-028150,2018-06,5,5,888643.6,1022874.0,17,2
18-027560,2018-06,9,5,895340.8,1029795.0,17,2
18-027585,2018-06,5,2,887515.7,1005027.0,17,2
18-027565,2018-06,3,6,892272.6,1040231.0,17,3
18-027607,2018-06,6,2,889094.6,1004812.0,17,3
18-027624,2018-06,5,6,890666.4,1041066.0,17,3
18-028332,2018-06,6,1,886619.0,999240.7,17,3
18-027597,2018-06,4,1,892276.0,1001068.0,17,3
18-027795,2018-06,7,2,892232.5,1007520.0,17,3
18-027573,2018-06,9,5,890162.5,1033269.0,17,3
18-027641,2018-06,6,2,886785.3,1005125.0,17,3
18-027574,2018-06,6,2,886049.3,1008394.0,17,3
18-027577,2018-06,4,3,896360.3,1000338.0,17,3
18-027957,2018-06,6,3,898794.8,1009041.0,17,3
18-027650,2018-06,6,1,885517.9,1000058.0,17,3
18-027635,2018-06,6,5,896741.8,1027392.0,17,3
18-027587,2018-06,4,3,894067.2,1005126.0,17,3
18-027643,2018-06,6,2,887723.6,1005093.0,17,3
18-027770,2018-06,6,2,877593.2,1018388.0,17,3
18-027760,2018-06,5,3,895954.6,1003191.0,17,3
18-027600,2018-06,6,4,906030.1,1019288.0,17,3
18-027644,2018-06,6,1,891476.4,994190.9,17,3
18-027591,2018-06,9,4,907901.1,1016212.0,17,3
18-027669,2018-06,6,2,888174.4,1005750.0,17,3
18-027686,2018-06,6,5,890940.5,1026838.0,17,3
18-027872,2018-06,6,1,887037.8,999558.0,17,3
18-027800,2018-06,6,1,885369.9,1000638.0,17,3
18-027605,2018-06,1,4,899238.6,1020329.0,17,3
18-029049,2018-06,5,3,895786.1,1003026.0,18,3
18-027788,2018-06,6,6,899364.8,1040959.0,18,3
18-027749,2018-06,7,3,894446.5,1002099.0,18,3
18-027614,2018-06,9,1,892275.9,1001225.0,18,3
18-027606,2018-06,3,5,888551.9,1035068.0,18,3
18-027789,2018-06,5,1,887016.4,986153.3,18,3
18-027665,2018-06,5,5,879775.8,1026644.0,18,3
18-027608,2018-06,4,4,899069.0,1026100.0,18,3
18-027610,2018-06,4,4,905164.0,1033720.0,18,3
18-027612,2018-06,5,5,889128.1,1032112.0,18,3
18-027616,2018-06,4,6,897356.3,1036540.0,18,3
18-027618,2018-06,6,4,906857.6,1019492.0,18,3
18-027732,2018-06,6,2,883880.9,1016045.0,18,3
18-027623,2018-06,6,4,905164.0,1033720.0,18,3
18-027723,2018-06,6,6,888029.4,1040279.0,18,1
18-027628,2018-06,3,6,893464.3,1035994.0,18,1
18-027632,2018-06,5,3,897645.1,1003296.0,18,1
18-027640,2018-06,9,6,897814.9,1032100.0,18,1
18-027769,2018-06,6,4,905366.0,1016898.0,18,1
18-027707,2018-06,5,6,892292.9,1039642.0,18,1
18-027774,2018-06,6,4,906419.5,1016655.0,18,1
18-027680,2018-06,6,1,897347.1,999530.2,18,1
18-027725,2018-06,6,4,906316.5,1017162.0,18,1
18-027667,2018-06,3,4,901382.6,1029659.0,18,1
18-029552,2018-06,5,1,889127.3,1001414.0,18,1
18-027713,2018-06,9,4,906717.8,1017504.0,18,1
18-027673,2018-06,3,3,893201.1,1001790.0,18,1
18-027663,2018-06,9,3,895945.5,1005508.0,18,1
18-027672,2018-06,4,6,890552.3,1044121.0,18,1
18-027757,2018-06,6,3,897343.4,1001394.0,18,1
18-027710,2018-06,6,2,875721.8,1003939.0,18,1
18-028965,2018-06,6,3,900631.1,1013668.0,18,1
18-028135,2018-06,5,1,892275.9,1001225.0,18,1
18-027942,2018-06,9,3,905255.8,1011437.0,18,1
18-027700,2018-06,5,6,894641.5,1032889.0,18,1
18-027703,2018-06,6,1,891876.5,993227.4,18,1
18-028808,2018-06,6,2,881839.5,1016505.0,18,2
18-027750,2018-06,4,1,892681.9,994561.8,18,2
18-027715,2018-06,6,6,892272.6,1040231.0,18,2
18-027714,2018-06,6,2,892587.5,1006538.0,18,2
18-027726,2018-06,4,2,892587.5,1006538.0,18,2
18-027722,2018-06,9,6,892606.6,1047455.0,18,2
18-027782,2018-06,6,4,907487.6,1016506.0,18,2
18-027734,2018-06,9,2,893304.5,1004727.0,18,2
18-027742,2018-06,5,6,891347.3,1033192.0,18,2
18-027761,2018-06,9,5,887396.8,1020150.0,18,2
18-027944,2018-06,5,6,898070.9,1034142.0,18,2
18-027743,2018-06,6,4,907483.0,1018737.0,18,2
18-028171,2018-06,6,6,902465.9,1036302.0,18,2
18-029468,2018-06,6,1,895816.3,998032.3,18,2
18-027746,2018-06,6,1,895622.9,999564.5,18,2
18-027768,2018-06,7,6,898802.6,1036778.0,18,2
18-028080,2018-06,7,1,892429.0,993024.5,18,2
18-027748,2018-06,4,5,887696.4,1026535.0,18,2
18-027807,2018-06,6,3,898990.5,1001282.0,18,2
18-027764,2018-06,4,4,896742.0,1025805.0,18,2
18-027787,2018-06,6,3,904894.9,1013047.0,18,2
18-028111,2018-06,6,5,894364.3,1027070.0,18,2
18-027766,2018-06,3,3,896546.4,1009898.0,18,2
18-027890,2018-06,7,4,904395.4,1028233.0,18,2
18-027900,2018-06,6,4,899706.9,1029469.0,18,2
18-027897,2018-06,7,4,901069.3,1029712.0,18,3
18-027848,2018-06,6,5,884734.8,1025858.0,18,3
18-027790,2018-06,7,5,889592.1,1033806.0,18,3
18-028683,2018-06,5,1,889193.7,994885.0,18,3
18-027844,2018-06,6,2,878207.5,1006746.0,18,3
18-027809,2018-06,6,6,904878.5,1034267.0,18,3
18-027791,2018-06,7,2,884283.0,1005000.0,18,3
18-027793,2018-06,4,3,897972.1,1005857.0,18,3
18-027792,2018-06,3,4,908133.3,1019256.0,18,3
18-027858,2018-06,6,2,890974.6,1006614.0,18,3
18-028346,2018-06,6,1,884259.9,991221.3,18,3
18-027876,2018-06,5,1,892547.5,1002611.0,18,3
18-027908,2018-06,6,2,890036.4,1006239.0,18,3
18-028382,2018-06,7,6,891281.4,1034162.0,18,3
18-027840,2018-06,6,1,891359.8,994094.1,18,3
18-027839,2018-06,6,5,890481.4,1034935.0,18,3
18-027904,2018-06,6,4,900281.0,1020208.0,18,3
18-028076,2018-06,6,6,896851.1,1047627.0,18,3
18-027803,2018-06,3,1,897503.2,999913.0,18,3
18-027896,2018-06,6,2,894021.4,1014178.0,18,3
18-027899,2018-06,6,4,905391.1,1025896.0,18,3
18-027805,2018-06,3,4,908092.0,1019473.0,18,3
18-027812,2018-06,9,6,894542.1,1038824.0,18,3
18-027817,2018-06,4,4,907350.3,1025616.0,19,3
18-027915,2018-06,6,6,901419.6,1031256.0,19,3
18-027820,2018-06,4,4,903812.8,1018919.0,19,3
18-027824,2018-06,4,3,895917.9,1002953.0,19,3
18-027819,2018-06,6,5,877898.1,1027825.0,19,3
18-027822,2018-06,3,6,897615.1,1052696.0,19,3
18-027846,2018-06,6,2,875850.3,1010620.0,19,3
18-027836,2018-06,9,3,901092.3,1008793.0,19,3
18-027851,2018-06,6,1,889904.8,989272.0,19,3
18-027943,2018-06,5,2,879546.4,1018349.0,19,3
18-027825,2018-06,6,6,900102.5,1034716.0,19,3
18-027980,2018-06,5,4,904441.4,1021451.0,19,3
18-027871,2018-06,6,2,879094.6,1015261.0,19,3
18-027837,2018-06,6,5,894199.0,1021580.0,19,1
18-027954,2018-06,6,4,905209.3,1017077.0,19,1
18-028098,2018-06,4,4,905865.3,1027185.0,19,1
18-028325,2018-06,6,3,896892.1,1008049.0,19,1
18-028002,2018-06,6,4,907749.7,1016742.0,19,1
18-027964,2018-06,5,6,893307.3,1041555.0,19,1
18-027974,2018-06,5,5,893884.9,1030461.0,19,1
18-028116,2018-06,7,6,899089.5,1054057.0,19,1
18-027852,2018-06,8,6,893203.4,1038973.0,19,1
18-027869,2018-06,6,6,891316.0,1035410.0,19,1
18-027884,2018-06,5,3,900470.9,1012109.0,19,1
18-028209,2018-06,5,2,879905.1,1016161.0,19,1
18-027910,2018-06,6,1,886300.3,1001404.0,19,1
18-028327,2018-06,6,3,897094.0,1010810.0,19,1
18-028028,2018-06,6,6,892883.8,1039353.0,19,2
18-027906,2018-06,6,1,888035.9,986508.1,19,2
18-027909,2018-06,7,4,898530.9,1023733.0,19,2
18-027965,2018-06,6,5,888580.9,1025734.0,19,2
18-029596,2018-06,5,1,888601.1,994327.9,19,2
18-029406,2018-06,6,5,887936.0,1031116.0,19,2
18-028316,2018-06,6,6,898315.8,1052624.0,19,2
18-027905,2018-06,3,5,889545.4,1022655.0,19,2
18-027940,2018-06,3,5,889653.5,1024246.0,19,2
18-028319,2018-06,6,6,892316.1,1033234.0,19,2
18-027916,2018-06,3,3,903776.8,1013299.0,19,2
18-028153,2018-06,6,6,887456.6,1043890.0,19,2
18-028010,2018-06,6,2,894681.4,1014458.0,19,2
